date_key,date,year,month,month_name,day_of_week,day_name,is_weekend,is_payday,total_sales,has_sales_observation,sales_ma_7,sales_ma_28
20130216,2013-02-16,2013,2,February,5,Saturday,1,0,485660.494008,1,331710.1476671571,341915.6104392893
20130217,2013-02-17,2013,2,February,6,Sunday,1,0,399588.910014,1,345801.2306701572,339719.057723825
20130218,2013-02-18,2013,2,February,0,Monday,0,0,350745.573191,1,356103.7998508714,341130.9972681464
20130219,2013-02-19,2013,2,February,1,Tuesday,0,0,293637.801951,1,353937.65857071424,341038.96415986074
20130220,2013-02-20,2013,2,February,2,Wednesday,0,0,313803.162034,1,353109.834581,342129.84662419994
20130221,2013-02-21,2013,2,February,3,Thursday,0,0,267711.1090155,1,347330.84773221426,342860.7544106464
20130222,2013-02-22,2013,2,February,4,Friday,0,0,285679.869131,1,342403.8456206429,342705.65073925356
20130223,2013-02-23,2013,2,February,5,Saturday,1,0,412897.349113,1,332009.1106356429,342673.42149417143
20130224,2013-02-24,2013,2,February,6,Sunday,1,0,452726.126103,1,339600.14150549995,343470.3548823857
20130225,2013-02-25,2013,2,February,0,Monday,0,0,307110.875933,1,333366.6133257857,344243.59438167146
20130226,2013-02-26,2013,2,February,1,Tuesday,0,0,270425.0070675,1,330050.499771,344455.60113135
20130227,2013-02-27,2013,2,February,2,Wednesday,0,0,288401.998919,1,326421.7621831429,344717.7751266
20130228,2013-02-28,2013,2,February,3,Thursday,0,1,278116.291888,1,327908.2168792143,344962.84919417143
20130301,2013-03-01,2013,3,March,4,Friday,0,0,378898.165064,1,341225.11629821424,345301.99597267143
20130302,2013-03-02,2013,3,March,5,Saturday,1,0,547857.205258,1,360505.0957475,346336.6296352786
20130303,2013-03-03,2013,3,March,6,Sunday,1,0,559820.580027,1,375804.3034509286,348961.0496298143
20130304,2013-03-04,2013,3,March,0,Monday,0,0,383647.679097,1,386738.13247435715,350366.0126326714
20130305,2013-03-05,2013,3,March,1,Tuesday,0,0,332189.993189,1,395561.7019202857,350756.8752776357
20130306,2013-03-06,2013,3,March,2,Wednesday,0,0,335726.580968,1,402322.35649871425,351263.60398545716
20130307,2013-03-07,2013,3,March,3,Thursday,0,0,293099.52701,1,404462.81865900004,351345.4609867786
20130308,2013-03-08,2013,3,March,4,Friday,0,0,316600.679967,1,395563.1779308571,350243.99277445715
20130309,2013-03-09,2013,3,March,5,Saturday,1,0,453259.496866,1,382049.21958914277,351568.3934098607
20130310,2013-03-10,2013,3,March,6,Sunday,1,0,461859.756153,1,368054.8161785714,357315.12295128923
20130311,2013-03-11,2013,3,March,0,Monday,0,0,318379.133021,1,358730.7381677143,358734.8209546822
20130312,2013-03-12,2013,3,March,1,Tuesday,0,0,271823.37801,1,350106.9359992857,357414.1990653214
20130313,2013-03-13,2013,3,March,2,Wednesday,0,0,287869.663972,1,343270.23357128573,356281.04670853575
20130314,2013-03-14,2013,3,March,3,Thursday,0,0,247541.420096,1,336761.9325835714,354115.9539635
20130315,2013-03-15,2013,3,March,4,Friday,0,1,315878.090213,1,336658.70547585713,353962.7113313928
20130316,2013-03-16,2013,3,March,5,Saturday,1,0,482233.433961,1,340797.8393465714,353840.3163297143
20130317,2013-03-17,2013,3,March,6,Sunday,1,0,513439.584913,1,348166.38631228573,357906.4118618214
20130318,2013-03-18,2013,3,March,0,Monday,0,0,330283.80303,1,349867.0534564286,357175.6343560714
20130319,2013-03-19,2013,3,March,1,Tuesday,0,0,294020.245897,1,353038.0345831429,357189.2930684286
20130320,2013-03-20,2013,3,March,2,Wednesday,0,0,321207.006946,1,357800.51215085713,357453.716101
20130321,2013-03-21,2013,3,March,3,Thursday,0,0,269130.127953,1,360884.61327328574,357504.39534876787
20130322,2013-03-22,2013,3,March,4,Friday,0,0,304100.453969,1,359202.09380985715,358162.2733786964
20130323,2013-03-23,2013,3,March,5,Saturday,1,0,453192.003086,1,355053.31797057146,359601.36816344643
20130324,2013-03-24,2013,3,March,6,Sunday,1,0,449794.636951,1,345961.1825474286,359496.6721223036
20130325,2013-03-25,2013,3,March,0,Monday,0,0,317559.6099585,1,344143.4406800714,359869.8411946428
20130326,2013-03-26,2013,3,March,1,Tuesday,0,0,275818.2359,1,341543.15353764285,360062.4565100893
20130327,2013-03-27,2013,3,March,2,Wednesday,0,0,313691.148998,1,340469.4595450714,360965.64044148213
20130328,2013-03-28,2013,3,March,3,Thursday,0,0,339293.269022,1,350492.7654120714,363150.5324819822
20130329,2013-03-29,2013,3,March,4,Friday,0,0,345513.132,1,356408.8622736429,361958.2098725536
20130330,2013-03-30,2013,3,March,5,Saturday,1,0,452661.356036,1,356333.0555522143,358558.358114625
20130331,2013-03-31,2013,3,March,6,Sunday,1,1,462107.639956,1,358092.0559815,355068.61025494646
20130401,2013-04-01,2013,4,April,0,Monday,0,0,428816.447912,1,373985.88997485716,356681.78056976787
20130402,2013-04-02,2013,4,April,1,Tuesday,0,0,377732.827961,1,388545.1174121429,358308.3103830536
20130403,2013-04-03,2013,4,April,2,Wednesday,0,0,373731.0758793,1,397122.24982375716,359665.6137727429
20130404,2013-04-04,2013,4,April,3,Thursday,0,0,308738.385963,1,392757.2665296143,360224.1444496357
20130405,2013-04-05,2013,4,April,4,Friday,0,0,336394.782031,1,391454.6451054714,360931.07666620717
20130406,2013-04-06,2013,4,April,5,Saturday,1,0,509424.214023,1,399563.62481789995,362936.9594218143
20130407,2013-04-07,2013,4,April,6,Sunday,1,0,519048.376884,1,407698.0158076143,364979.4101622072
20130408,2013-04-08,2013,4,April,0,Monday,0,0,346649.815943,1,395959.92552632856,365989.07740942144
20130409,2013-04-09,2013,4,April,1,Tuesday,0,0,306335.8019617,1,385760.3503835714,367221.66397912503
20130410,2013-04-10,2013,4,April,2,Wednesday,0,0,312846.374941,1,377062.5359638143,368113.68937087496
20130411,2013-04-11,2013,4,April,3,Thursday,0,0,303223.41301,1,376274.68268481427,370102.3319749464
20130412,2013-04-12,2013,4,April,4,Friday,0,0,314394.967035,1,373131.85197109997,370049.3632900179
20130413,2013-04-13,2013,4,April,5,Saturday,1,0,453442.497048,1,365134.46383181436,369021.115543125
20130414,2013-04-14,2013,4,April,6,Sunday,1,0,478417.148813,1,359330.0026788143,367770.3142538393
20130415,2013-04-15,2013,4,April,0,Monday,0,1,338712.458055,1,358196.0944091001,368071.3376475893
20130416,2013-04-16,2013,4,April,1,Tuesday,0,0,333431.88004899997,1,362066.9627072857,369478.89601016074
20130417,2013-04-17,2013,4,April,2,Wednesday,0,0,334990.518942,1,365230.4118502857,369971.1642957321
20130418,2013-04-18,2013,4,April,3,Thursday,0,0,281924.509951,1,362187.7114132857,370428.1065099464
20130419,2013-04-19,2013,4,April,4,Friday,0,0,311588.70494,1,361786.81682828575,370695.544044625
20130420,2013-04-20,2013,4,April,5,Saturday,1,0,459884.838043,1,362707.1512561428,370934.57386451785
20130421,2013-04-21,2013,4,April,6,Sunday,1,0,485721.032087,1,363750.5631524286,372217.6594050893
20130422,2013-04-22,2013,4,April,0,Monday,0,0,328886.320986,1,362346.82928542857,372622.18479892856
20130423,2013-04-23,2013,4,April,1,Tuesday,0,0,302097.8329435,1,357870.5368417857,373560.7418361964
20130424,2013-04-24,2013,4,April,2,Wednesday,0,0,310555.184925,1,354379.7748393572,373448.7431193036
20130425,2013-04-25,2013,4,April,3,Thursday,0,0,268790.618996,1,352503.5047029286,370930.7913326607
20130426,2013-04-26,2013,4,April,4,Friday,0,0,304413.556952,1,351478.4835617858,369462.94936666073
20130427,2013-04-27,2013,4,April,5,Saturday,1,0,446665.337895,1,349589.9835406429,369248.805861625
20130428,2013-04-28,2013,4,April,6,Sunday,1,0,477623.4729303,1,348433.1893754,369802.9427535643
20130429,2013-04-29,2013,4,April,0,Monday,0,0,328795.874018,1,348420.26837997144,366230.77940020716
20130430,2013-04-30,2013,4,April,1,Tuesday,0,1,310186.466894,1,349575.78751575714,363818.4093621
20130501,2013-05-01,2013,5,May,2,Wednesday,0,0,507974.636889,1,377778.5663677571,368612.82225530356
20130502,2013-05-02,2013,5,May,3,Thursday,0,0,348709.460063,1,389195.5436630429,370040.3606160179
20130503,2013-05-03,2013,5,May,4,Friday,0,0,374291.2510323,1,399178.07138880005,371393.8059374928
20130504,2013-05-04,2013,5,May,5,Saturday,1,0,520339.51596499997,1,409702.9539702285,371783.6381497071
20130505,2013-05-05,2013,5,May,6,Sunday,1,0,580268.550981,1,424366.53654889995,373970.07293888566
20130506,2013-05-06,2013,5,May,0,Monday,0,0,369869.383046,1,430234.1806957571,374799.34319256427
20130507,2013-05-07,2013,5,May,1,Tuesday,0,0,317292.964148,1,431249.3945891857,375190.6704135036
20130508,2013-05-08,2013,5,May,2,Wednesday,0,0,332477.410968,1,406178.3623147571,375891.77884303924
20130509,2013-05-09,2013,5,May,3,Thursday,0,0,305868.0570225,1,400058.1618804,375986.2304149143
20130510,2013-05-10,2013,5,May,4,Friday,0,0,335937.441949,1,394579.04629707144,376755.6045189857
20130511,2013-05-11,2013,5,May,5,Saturday,1,0,512090.58108,1,393400.62702778575,378850.17894869996
20130512,2013-05-12,2013,5,May,6,Sunday,1,0,387860.5050145,1,365913.76331828575,375616.0130987536
20130513,2013-05-13,2013,5,May,0,Monday,0,0,350598.06187,1,363160.71743600006,376040.4989492893
20130514,2013-05-14,2013,5,May,1,Tuesday,0,0,308469.313119,1,361900.19586042856,375148.9787017893
20130515,2013-05-15,2013,5,May,2,Wednesday,0,1,329113.560081,1,361419.6457337143,374939.08731389645
20130516,2013-05-16,2013,5,May,3,Thursday,0,0,307556.946937,1,361660.91572149994,375854.53149196785
20130517,2013-05-17,2013,5,May,4,Friday,0,0,330004.241998,1,360813.31572849996,376512.2292440393
20130518,2013-05-18,2013,5,May,5,Saturday,1,0,480969.558942,1,356367.4554230714,377265.2549904321
20130519,2013-05-19,2013,5,May,6,Sunday,1,0,518153.554009,1,374980.74813657143,378423.5593447893
20130520,2013-05-20,2013,5,May,0,Monday,0,0,341787.214991,1,373722.0557252857,378884.3055592536
20130521,2013-05-21,2013,5,May,1,Tuesday,0,0,307178.399952,1,373537.63955857145,379065.75438098575
20130522,2013-05-22,2013,5,May,2,Wednesday,0,0,301785.4831075,1,369633.62856235716,378752.5507446464
20130523,2013-05-23,2013,5,May,3,Thursday,0,0,289261.058026,1,367019.9301465,379483.6378528607
20130524,2013-05-24,2013,5,May,4,Friday,0,0,398389.241982,1,376789.2158585,382839.91231821786
20130525,2013-05-25,2013,5,May,5,Saturday,1,0,417930.141993,1,367783.5848657857,381813.65532171784
20130526,2013-05-26,2013,5,May,6,Sunday,1,0,450631.400068,1,358137.5628742143,380849.6527194929
20130527,2013-05-27,2013,5,May,0,Monday,0,0,321630.8309235,1,355258.079436,380593.7583232607
20130528,2013-05-28,2013,5,May,1,Tuesday,0,0,307329.1680565,1,355279.61773664283,380491.7119362071
20130529,2013-05-29,2013,5,May,2,Wednesday,0,0,309333.380899,1,356357.88884971425,373397.3813651357
20130530,2013-05-30,2013,5,May,3,Thursday,0,0,304344.849939,1,358512.71626585716,371812.9310035643
20130531,2013-05-31,2013,5,May,4,Friday,0,1,330257.841975,1,348779.659122,370240.3092515179
20130601,2013-06-01,2013,6,June,5,Saturday,1,0,566901.814988,1,370061.3266927143,371903.2485023393
20130602,2013-06-02,2013,6,June,6,Sunday,1,0,637698.494958,1,396785.1973912857,373954.3179300893
20130603,2013-06-03,2013,6,June,0,Monday,0,0,426332.097995,1,411742.5212586429,375970.84346398216
20130604,2013-06-04,2013,6,June,1,Tuesday,0,0,369705.160085,1,420653.37726271426,377842.7076045893
20130605,2013-06-05,2013,6,June,2,Wednesday,0,0,361791.080915,1,428147.33440785715,378889.6243884107
20130606,2013-06-06,2013,6,June,3,Thursday,0,0,317496.765891,1,430026.1795438571,379304.93541942857
20130607,2013-06-07,2013,6,June,4,Friday,0,0,357673.087977,1,433942.64325842855,380081.2084918571
20130608,2013-06-08,2013,6,June,5,Saturday,1,0,466292.699096,1,419569.9124167143,378445.5698495715
20130609,2013-06-09,2013,6,June,6,Sunday,1,0,526804.730256,1,403727.94603071426,383407.8636081964
20130610,2013-06-10,2013,6,June,0,Monday,0,0,349754.291978,1,392788.2594568571,383377.7289691964
20130611,2013-06-11,2013,6,June,1,Tuesday,0,0,283858.2159925,1,380524.41030078573,382498.7612146786
20130612,2013-06-12,2013,6,June,2,Wednesday,0,0,320173.5779987,1,374579.0527413143,382179.4761403107
20130613,2013-06-13,2013,6,June,3,Thursday,0,0,282886.9200452,1,369634.7890490572,381298.4037513179
20130614,2013-06-14,2013,6,June,4,Friday,0,0,326956.7421072,1,365246.7396390857,381189.5644695036
20130615,2013-06-15,2013,6,June,5,Saturday,1,1,505950.6668701,1,370912.1636068143,382081.74689550715
20130616,2013-06-16,2013,6,June,6,Sunday,1,0,435894.082881,1,357924.9282675286,379143.9086409357
20130617,2013-06-17,2013,6,June,0,Monday,0,0,370944.271024,1,360952.0681312429,380185.2320706857
20130618,2013-06-18,2013,6,June,1,Tuesday,0,0,320885.3399215,1,366241.6572639571,380674.765641025
20130619,2013-06-19,2013,6,June,2,Wednesday,0,0,319235.25797700003,1,366107.6115465715,381297.9718863643
20130620,2013-06-20,2013,6,June,3,Thursday,0,0,293877.944015,1,367677.7578279714,381462.8606716857
20130621,2013-06-21,2013,6,June,4,Friday,0,0,319722.6870265,1,366644.32138787146,378653.34085184644
20130622,2013-06-22,2013,6,June,5,Saturday,1,0,446347.312096,1,358129.5564201429,379668.2397840964
20130623,2013-06-23,2013,6,June,6,Sunday,1,0,504964.845142,1,367996.8081717143,381608.7199653107
20130624,2013-06-24,2013,6,June,0,Monday,0,0,336631.9640383,1,363095.0500309,382144.4747194107
20130625,2013-06-25,2013,6,June,1,Tuesday,0,0,305119.530064,1,360842.79147982865,382065.55907682143
20130626,2013-06-26,2013,6,June,2,Wednesday,0,0,301847.2489636,1,358358.7901922,381798.19722198567
20130627,2013-06-27,2013,6,June,3,Thursday,0,0,266525.458966,1,354451.29232805717,380447.5046872357
20130628,2013-06-28,2013,6,June,4,Friday,0,0,324210.971803,1,355092.47586755716,380231.5450382357
20130629,2013-06-29,2013,6,June,5,Saturday,1,0,509379.108146,1,364097.0181604143,378177.16265102144
20130630,2013-06-30,2013,6,June,6,Sunday,1,1,533481.693027,1,368170.85357255716,374455.1340106285
20130701,2013-07-01,2013,7,July,0,Monday,0,0,441758.3880965,1,383188.9141523,375006.072942825
20130702,2013-07-02,2013,7,July,1,Tuesday,0,0,390958.38408,1,395451.6075831572,375765.1166569321
20130703,2013-07-03,2013,7,July,2,Wednesday,0,0,374551.917949,1,405837.9888667857,376220.8608367178
20130704,2013-07-04,2013,7,July,3,Thursday,0,0,327020.179028,1,414480.0917327857,376560.9827344679
20130705,2013-07-05,2013,7,July,4,Friday,0,0,351401.500074,1,418364.4529143571,376336.9974522179
20130706,2013-07-06,2013,7,July,5,Saturday,1,0,479514.493924,1,414098.0794540714,376809.20441036066
20130707,2013-07-07,2013,7,July,6,Sunday,1,0,500606.073078,1,409401.5623185,375873.538082575
20130708,2013-07-08,2013,7,July,0,Monday,0,0,365452.995017,1,398500.79187857144,376434.2060482536
20130709,2013-07-09,2013,7,July,1,Tuesday,0,0,317279.1449993,1,387975.1862956143,377627.81065563933
20130710,2013-07-10,2013,7,July,2,Wednesday,0,0,314134.886071,1,379344.1817416143,377412.1430867929
20130711,2013-07-11,2013,7,July,3,Thursday,0,0,281750.931023,1,372877.1463123285,377371.5720502857
20130712,2013-07-12,2013,7,July,4,Friday,0,0,308786.438133,1,366789.2803207572,376722.63262263575
20130713,2013-07-13,2013,7,July,5,Saturday,1,0,432569.1022205,1,360082.7957916857,374101.8624565786
20130714,2013-07-14,2013,7,July,6,Sunday,1,0,438722.417857,1,351242.2736172571,374202.87442000717
20130715,2013-07-15,2013,7,July,0,Monday,0,1,348803.0469486,1,348863.7096074857,373412.1164173143
20130716,2013-07-16,2013,7,July,1,Tuesday,0,0,335516.229006,1,351469.0073227285,373934.6481703321
20130717,2013-07-17,2013,7,July,2,Wednesday,0,0,324313.8180255,1,352923.1404590857,374116.02531492145
20130718,2013-07-18,2013,7,July,3,Thursday,0,0,287074.8739522,1,353683.7037346857,373873.0585269643
20130719,2013-07-19,2013,7,July,4,Friday,0,0,313332.555049,1,354333.1490084,373644.8395277679
20130720,2013-07-20,2013,7,July,5,Saturday,1,0,435497.731013,1,354751.52455018566,373257.3544890893
20130721,2013-07-21,2013,7,July,6,Sunday,1,0,437952.624049,1,354641.55400618573,370864.060878625
20130722,2013-07-22,2013,7,July,0,Monday,0,0,342802.29905,1,353784.3043063857,371084.42998618574
20130723,2013-07-23,2013,7,July,1,Tuesday,0,0,316257.463107,1,351033.05203509994,371482.2133091501
20130724,2013-07-24,2013,7,July,2,Wednesday,0,0,309243.7899995,1,348880.1908885286,371746.3754890036
20130725,2013-07-25,2013,7,July,3,Thursday,0,0,298074.2249247,1,350451.5267417429,372873.1171303857
20130726,2013-07-26,2013,7,July,4,Friday,0,0,318745.692921,1,351224.83215202857,372677.9285988858
20130727,2013-07-27,2013,7,July,5,Saturday,1,0,423890.5020012,1,349566.65657891426,369624.7640937143
20130728,2013-07-28,2013,7,July,6,Sunday,1,0,433358.6520873,1,348910.3748701,366048.94120301073
20130729,2013-07-29,2013,7,July,0,Monday,0,0,331493.2850525,1,347294.80144188565,362110.9018085822
20130730,2013-07-30,2013,7,July,1,Tuesday,0,0,318553.989932,1,347622.8767026,359525.0305890107
20130731,2013-07-31,2013,7,July,2,Wednesday,0,1,357982.979012,1,354585.61799009994,358933.2827698322
20130801,2013-08-01,2013,8,August,3,Thursday,0,0,397555.3181021,1,368797.2027297286,361452.3948796214
20130802,2013-08-02,2013,8,August,4,Friday,0,0,393831.120007,1,379523.6923134429,362967.73844865715
20130803,2013-08-03,2013,8,August,5,Saturday,1,0,516956.846013,1,392818.88431512855,364304.96530897863
20130804,2013-08-04,2013,8,August,6,Sunday,1,0,514267.27594,1,404377.2591512286,364792.8654111928
20130805,2013-08-05,2013,8,August,0,Monday,0,0,407033.810946,1,415168.7628503,366277.8945515143
20130806,2013-08-06,2013,8,August,1,Tuesday,0,0,357263.854086,1,420698.74344372854,367705.9198760392
20130807,2013-08-07,2013,8,August,2,Wednesday,0,0,351302.132003,1,419744.3367281571,369033.32151646784
20130808,2013-08-08,2013,8,August,3,Thursday,0,0,310953.0239315,1,407372.58041807136,370076.25340605713
20130809,2013-08-09,2013,8,August,4,Friday,0,0,337521.667868,1,399328.3729696428,371102.5116108786
20130810,2013-08-10,2013,8,August,5,Saturday,1,0,434184.94409,1,387503.8155520714,371160.220249075
20130811,2013-08-11,2013,8,August,6,Sunday,1,0,434720.3230013,1,376139.9651322571,371017.28828994284
20130812,2013-08-12,2013,8,August,0,Monday,0,0,349539.224033,1,367926.45271611435,371043.58032867144
20130813,2013-08-13,2013,8,August,1,Tuesday,0,0,317103.331061,1,362189.23514111433,370385.97683063574
20130814,2013-08-14,2013,8,August,2,Wednesday,0,0,324377.386893,1,358342.8429825429,370388.2471473321
20130815,2013-08-15,2013,8,August,3,Thursday,0,1,311043.17291,1,358355.7214080429,371244.2578243964
20130816,2013-08-16,2013,8,August,4,Friday,0,0,364487.3218839,1,362207.9576960286,373071.21378278575
20130817,2013-08-17,2013,8,August,5,Saturday,1,0,448835.3109167,1,364300.86724269995,373547.5559222036
20130818,2013-08-18,2013,8,August,6,Sunday,1,0,464053.7730675,1,368491.3601093,374479.7398157214
20130819,2013-08-19,2013,8,August,0,Monday,0,0,362085.52696,1,370283.6890988714,375168.4265267929
20130820,2013-08-20,2013,8,August,1,Tuesday,0,0,343046.11398,1,373989.80094444286,376125.1640579714
20130821,2013-08-21,2013,8,August,2,Wednesday,0,0,335724.643932,1,375610.8376643,377070.90884127497
20130822,2013-08-22,2013,8,August,3,Thursday,0,0,306473.26098,1,374957.9931028714,377370.8744146786
20130823,2013-08-23,2013,8,August,4,Friday,0,0,331906.369098,1,370303.57127631427,377840.89856385713
20130824,2013-08-24,2013,8,August,5,Saturday,1,0,420576.154994,1,366266.54900164285,377722.5290278857
20130825,2013-08-25,2013,8,August,6,Sunday,1,0,443694.093754,1,363358.02338542853,378091.65194455354
20130826,2013-08-26,2013,8,August,0,Monday,0,0,347159.6410143,1,361225.7539646143,378651.16465747496
20130827,2013-08-27,2013,8,August,1,Tuesday,0,0,319688.2190185,1,357888.9118272571,378691.67283913575
20130828,2013-08-28,2013,8,August,2,Wednesday,0,0,319322.060993,1,355545.68569311424,377310.9257670286
20130829,2013-08-29,2013,8,August,3,Thursday,0,0,294518.685943,1,353837.8892592572,373631.04604706075
20130830,2013-08-30,2013,8,August,4,Friday,0,0,354932.930947,1,357127.3980948286,372241.8250092036
20130831,2013-08-31,2013,8,August,5,Saturday,1,1,523631.3811059,1,371849.57325367146,372480.20126252144
20130901,2013-09-01,2013,9,September,6,Sunday,1,0,640406.221875,1,399951.3058423857,376985.1636173428
20130902,2013-09-02,2013,9,September,0,Monday,0,0,458792.960966,1,415898.92297834286,378833.70468948566
20130903,2013-09-03,2013,9,September,1,Tuesday,0,0,397680.420032,1,427040.6659802715,380277.15347327146
20130904,2013-09-04,2013,9,September,2,Wednesday,0,0,392565.48591,1,437504.01239698566,381750.84468423575
20130905,2013-09-05,2013,9,September,3,Thursday,0,0,330622.779063,1,442661.73998555716,382453.3359389321
20130906,2013-09-06,2013,9,September,4,Friday,0,0,335442.247929,1,439877.35669727146,382379.07094111067
20130907,2013-09-07,2013,9,September,5,Saturday,1,0,518584.247,1,439156.3375392857,385393.33175932505
20130908,2013-09-08,2013,9,September,6,Sunday,1,0,560852.005091,1,427791.4494272857,389898.0346911
20130909,2013-09-09,2013,9,September,0,Monday,0,0,377151.7070027,1,416128.4131468143,390884.1947971607
20130910,2013-09-10,2013,9,September,1,Tuesday,0,0,308074.4658225,1,403327.5625454571,390561.7353243571
20130911,2013-09-11,2013,9,September,2,Wednesday,0,0,323124.61885,1,393407.4386797429,390516.9936085357
20130912,2013-09-12,2013,9,September,3,Thursday,0,0,282855.730937,1,386583.57466174284,389510.29925235716
20130913,2013-09-13,2013,9,September,4,Friday,0,0,319556.942029,1,384314.2452474571,387905.64282896783
20130914,2013-09-14,2013,9,September,5,Saturday,1,0,476364.004996,1,378282.78210402856,388888.8104746571
20130915,2013-09-15,2013,9,September,6,Sunday,1,1,532852.959041,1,374282.9183826,391345.924259425
20130916,2013-09-16,2013,9,September,0,Monday,0,0,373229.840879,1,373722.6517935,391743.9354708178
20130917,2013-09-17,2013,9,September,1,Tuesday,0,0,327282.949966,1,376466.7209568572,391180.9653274607
20130918,2013-09-18,2013,9,September,2,Wednesday,0,0,315687.718926,1,375404.306682,390465.3608629607
