store_nbr,family,city,state,store_type,cluster,history_start,history_end,history_length,active_days,zero_sales_rate,average_sales,sales_std,coefficient_of_variation,promotion_rate,observed_period_count,missing_period_count,has_positive_sales,is_insufficient_history,is_intermittent,is_promotion_dependent,is_high_volatility,is_ready,risk_flag_count,readiness_class,classification_rule,zero_sales_rate_median,zero_sales_rate_q75,cv_median,cv_q75,promotion_rate_q75,missing_period_count_q75
1,EGGS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,140.52644087938205,37.3933487235884,0.26609475405190264,0.29411764705882354,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,FROZEN FOODS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,129.4868591681521,172.52263572225925,1.3323563242677832,0.43969102792632203,1683,4,1,0,0,1,1,0,2,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,GROCERY I,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,2224.49376114082,777.6287673513756,0.34957561173494717,0.6595365418894831,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,GROCERY II,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1671,0.0071301247771836,21.855614973262032,13.623088275017944,0.6233221207311855,0.0285204991087344,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,HARDWARE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1160,0.3107546048722519,1.6007130124777185,1.676174077735778,1.047142157694623,0.0,1683,4,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,HOME AND KITCHEN I,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1158,0.12206216830932524,18.958301743745263,25.782572642105603,1.3599621416834875,0.15845337376800606,1319,3,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,HOME AND KITCHEN II,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1153,0.12585291887793784,16.524639878695982,17.9976172171808,1.0891382413957365,0.4071266110689917,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,HOME APPLIANCES,Quito,Pichincha,D,13,2013-01-03,2017-07-31,1671,416,0.7504499100179964,0.34133173365326935,0.687210484080785,2.0133214006373787,0.0,1667,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,HOME CARE,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1043,0.2092494313874147,128.9325246398787,81.04427027296009,0.6285789446792015,0.4488248673237301,1319,3,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,LADIESWEAR,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1010,0.23426838514025777,12.005307050796057,9.38935902289839,0.7821006978972515,0.0,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,LAWN AND GARDEN,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1617,0.0392156862745098,9.013071895424837,7.559581505849343,0.8387352939774834,0.0974450386215092,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,LINGERIE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1561,0.07248960190136661,6.722519310754605,5.7381121758399045,0.8535657408466112,0.019013666072489603,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,"LIQUOR,WINE,BEER",Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1498,0.10992275698158051,101.07605466428996,66.41378533767895,0.6570674484502099,0.22162804515745693,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,MAGAZINES,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,936,0.29037149355572406,4.09325246398787,4.367552620514857,1.067012762818873,0.0,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,MEATS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,313.49274460190134,166.04155616752885,0.5296503955087764,0.26856803327391565,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,PERSONAL CARE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,129.25371360665477,52.222510899450775,0.4040310289139889,0.45098039215686275,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,PET SUPPLIES,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,997,0.2441243366186505,4.435178165276724,3.7211416384521985,0.8390061232681112,0.05534495830174375,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1002,0.2403335860500379,6.757391963608795,5.9638748993536215,0.8825705141083167,0.0037907505686125853,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,POULTRY,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,284.3858422846108,129.94942725889138,0.45694759702151116,0.1717171717171717,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,PREPARED FOODS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,80.795936362448,29.093108604870224,0.3600813347141552,0.19786096256684493,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,PRODUCE,Quito,Pichincha,D,13,2013-03-16,2017-08-15,1614,1509,0.06273291925465839,1517.59625310559,1333.507034942338,0.8786968419389978,0.35403726708074534,1610,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,13,2014-07-03,2017-05-24,1057,209,0.801707779886148,0.27419354838709675,0.6462383406242704,2.356869242276751,0.009487666034155597,1054,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
1,SEAFOOD,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,25.9590074849079,11.022357929072259,0.4246062926512294,0.24717765894236482,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,AUTOMOTIVE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1621,0.0368389780154486,5.40701128936423,3.4730315913441046,0.6423200184870471,0.007724301841948901,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,BABY CARE,Quito,Pichincha,D,13,2016-07-16,2017-06-03,323,57,0.8229813664596274,0.2608695652173913,0.6746106677389743,2.586007559666068,0.0,322,1,1,1,1,0,1,0,3,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,BEAUTY,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1608,0.044563279857397504,4.715389185977421,3.946933322423207,0.8370323565572401,0.1532976827094474,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,BEVERAGES,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,2468.1592394533573,1158.6053291581902,0.4694208180079968,0.6458704693998811,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,BOOKS,Quito,Pichincha,D,13,2016-10-13,2017-04-06,176,111,0.3657142857142857,1.3657142857142857,1.6056550310753976,1.175688830285333,0.0,175,1,1,1,1,0,1,0,3,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,BREAD/BAKERY,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,549.1816916755794,188.60186774071207,0.34342344364262917,0.46880570409982175,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,CELEBRATION,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1012,0.23275208491281274,10.147081122062168,8.702356363010631,0.8576216409751213,0.08642911296436695,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,CLEANING,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,966.0540701128937,211.74920956747226,0.21918981154204664,0.6221033868092691,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,DAIRY,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,853.749257278669,279.2888031141421,0.3271321183978267,0.5894236482471776,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,DELI,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,244.49500326797386,69.60798439941946,0.2847010510195459,0.48722519310754603,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,EGGS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,187.00891265597147,52.062176231898775,0.2783940909151976,0.32323232323232326,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,FROZEN FOODS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,160.81350981758763,180.00099519547715,1.1193151334092146,0.49554367201426025,1683,4,1,0,0,1,1,0,2,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,GROCERY I,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,3916.6392139037434,3588.9779313639665,0.916341213820102,0.6999405822935235,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,GROCERY II,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,31.304218657159833,15.721457727709176,0.5022153052241538,0.0457516339869281,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,HARDWARE,Quito,Pichincha,D,13,2013-01-03,2017-08-15,1686,1019,0.39417360285374553,1.1724137931034482,1.369767910448682,1.1683314530297582,0.0005945303210463733,1682,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,HOME AND KITCHEN I,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1166,0.11599696739954511,22.478392721758908,24.078953563194144,1.0712044166701433,0.18271417740712662,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,HOME AND KITCHEN II,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1162,0.11902956785443518,18.395754359363153,25.682717632598003,1.3961220143998008,0.40561031084154664,1319,3,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,HOME APPLIANCES,Quito,Pichincha,D,13,2013-03-06,2017-07-31,1609,579,0.6392523364485981,0.5021806853582554,0.7725182965177214,1.538327377060723,0.0,1605,4,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,HOME CARE,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1043,0.2092494313874147,226.39954510993178,153.976764598467,0.6801107507689612,0.4609552691432904,1319,3,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,LADIESWEAR,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1016,0.22971948445792267,22.39499620924943,17.538624338402286,0.7831492434528121,0.002274450341167551,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,LAWN AND GARDEN,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1611,0.0427807486631016,8.237076648841354,8.072590050113362,0.9800309496025961,0.09863339275103981,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,LINGERIE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1638,0.026737967914438502,9.327985739750446,6.535413084154185,0.7006242576362502,0.027926322043969103,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,"LIQUOR,WINE,BEER",Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1497,0.11051693404634581,86.55496137849079,81.51977090010453,0.9418266683019106,0.22875816993464052,1683,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,MAGAZINES,Quito,Pichincha,D,13,2014-01-04,2017-08-15,1320,937,0.2885345482156416,4.904328018223235,5.208563889305649,1.0620341604297165,0.0015186028853454822,1317,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,MEATS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,505.0004612774807,194.80413434248223,0.38575040872179306,0.28104575163398693,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,PERSONAL CARE,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1678,0.0029708853238265003,263.1229946524064,152.9266833344916,0.5811984753993563,0.47593582887700536,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,PET SUPPLIES,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1021,0.2259287338893101,6.929492039423806,5.247475204708082,0.7572669359967134,0.07050796057619409,1319,3,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,PLAYERS AND ELECTRONICS,Quito,Pichincha,D,13,2014-01-02,2017-08-15,1322,1010,0.23426838514025777,7.280515542077331,6.178073792748267,0.8485764170191571,0.008339651250947688,1319,3,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,POULTRY,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,486.8927202976827,154.4728713498287,0.3172626431041834,0.21984551396316102,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,PREPARED FOODS,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,125.00444508615567,40.9430709148346,0.3275329200222903,0.20677361853832443,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,PRODUCE,Quito,Pichincha,D,13,2013-03-16,2017-08-15,1614,1537,0.0453416149068323,1727.6982430434782,1418.7155680270444,0.8211593510264059,0.3826086956521739,1610,4,1,0,0,0,0,0,0,Ready with caution,Sufficient history without an extreme Q75 risk flag,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,SCHOOL AND OFFICE SUPPLIES,Quito,Pichincha,D,13,2014-07-05,2017-05-26,1057,421,0.6005692599620494,0.7305502846299811,1.205982350241074,1.6507862300702494,0.012333965844402278,1054,3,1,0,1,0,1,0,2,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
2,SEAFOOD,Quito,Pichincha,D,13,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,32.23229707676768,11.330075519856006,0.35151312650386535,0.25668449197860965,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,AUTOMOTIVE,Quito,Pichincha,D,8,2013-01-02,2017-08-15,1687,1672,0.006535947712418301,9.29708853238265,5.278985763001665,0.56781063712736,0.007724301841948901,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,BABY CARE,Quito,Pichincha,D,8,2016-07-16,2017-08-07,388,287,0.25839793281653745,1.7364341085271318,1.6966259408255842,0.9770747605647337,0.002583979328165375,387,1,1,0,1,0,0,0,1,Intermittent demand,zero_sales_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,BEAUTY,Quito,Pichincha,D,8,2013-01-02,2017-08-15,1687,1670,0.007724301841948901,9.619132501485442,6.433824112234144,0.668857000487372,0.20796197266785502,1683,4,1,0,0,0,0,1,0,Ready,"history_length >= 730, zero-sales <= median, CV <= median, and missing periods <= Q75",0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,BEVERAGES,Quito,Pichincha,D,8,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,6744.853832442068,3121.4928572040644,0.4627962198661738,0.6678550207961973,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,BOOKS,Quito,Pichincha,D,8,2016-10-12,2017-06-14,246,181,0.2612244897959184,2.204081632653061,2.274048096986331,1.0317440440030576,0.0,245,1,1,1,1,0,0,0,2,Insufficient history,history_length < 365 or active_days < 90,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,BREAD/BAKERY,Quito,Pichincha,D,8,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,1151.146364503862,323.0644972423644,0.28064589109101123,0.471182412358883,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,CELEBRATION,Quito,Pichincha,D,8,2014-01-02,2017-08-15,1322,1016,0.22971948445792267,36.73237300985595,42.08976360179506,1.1458492918631102,0.08263836239575435,1319,3,1,0,0,0,1,0,1,High volatility,coefficient_of_variation >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
3,CLEANING,Quito,Pichincha,D,8,2013-01-02,2017-08-15,1687,1679,0.0023767082590612004,2064.427807486631,482.78002414290216,0.2338565787537371,0.6458704693998811,1683,4,1,0,0,1,0,0,1,Promotion dependent,promotion_rate >= eligible-series Q75,0.0528756900926609,0.2304776345716452,0.7558004540874597,1.109609648399397,0.4324570685673125,4.0
