analysis_level,date,store_nbr,actual_sales,expected_sales,difference,z_score,is_holiday,is_event,is_promotion,promotion_rate,material_promotion_context,rolling_expected_sales,rolling_sales_std,rolling_z_anomaly,weekday_median_sales,weekday_q1_sales,weekday_q3_sales,weekday_iqr_sales,weekday_iqr_score,weekday_iqr_anomaly,weekday_observation_count,anomaly_method,review_category,review_guidance
system_day,2017-06-04,,1376511.52009058,860647.2947854443,515864.2253051357,3.0060384231286847,0,0,1,0.4399551066217733,1,860647.2947854443,171609.32519559222,1,862268.4005236626,588558.5446750522,1037992.1293292046,449433.5846541524,1.1442026967402474,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2013-02-10,1,1199.1349964141846,4995.0508952481405,-3795.915898833956,-3.173702423839205,0,0,0,0.0,0,4995.0508952481405,1196.0528719772233,1,4173.693964958191,2553.564247608185,5055.984455108643,2502.4202075004578,-1.1886728534354125,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-03-05,1,13222.915111541748,5568.058819191797,7654.856292349951,4.640588774708875,0,0,0,0.0,0,5568.058819191797,1649.5441988026992,1,12256.123085021973,7085.62998342514,13550.332392692566,6464.7024092674255,0.14954934741216208,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-07-02,1,14812.345985412598,6058.717975446156,8753.628009966442,4.709502534069583,0,0,1,0.2727272727272727,1,6058.717975446156,1858.716063244634,1,12256.123085021973,7085.62998342514,13550.332392692566,6464.7024092674255,0.3954123080323343,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2014-09-01,1,10969.092021942139,5646.062074286597,5323.029947655542,3.568452695318185,0,0,1,0.18181818181818182,0,5646.062074286597,1491.6913301497214,1,9837.596090316772,6000.158992767334,10979.740058898926,4979.581066131592,0.22722713348743082,0,241,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-09-03,1,12646.86812210083,5960.061221258981,6686.806900841849,3.3127884967013275,0,0,1,0.2727272727272727,1,5960.061221258981,2018.4828906222547,1,12256.123085021973,7085.62998342514,13550.332392692566,6464.7024092674255,0.060442849854729246,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-01-01,1,0.0,10643.5021881376,-10643.5021881376,-3.5402562037255616,1,0,0,0.0,0,10643.5021881376,3006.421449650167,1,9109.40253162384,5678.02397108078,10257.662699222565,4579.638728141785,-1.9891094194061099,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-06-03,1,15224.784931182861,7314.10792367799,7910.677007504872,3.8378966751818964,0,0,1,0.36363636363636365,1,7314.10792367799,2061.2011414116423,1,12256.123085021973,7085.62998342514,13550.332392692566,6464.7024092674255,0.45921090534734993,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-07-07,1,0.0,10051.441830056054,-10051.441830056054,-3.6665944384096796,0,0,0,0.0,0,10051.441830056054,2741.3563182121907,1,9481.060535430908,5803.0594844818115,10626.733184337616,4823.673699855804,-1.9655269251969363,0,242,Rolling z-score,Potential data issue,Extreme or zero value without mapped context; investigate source records
store_day,2016-01-01,1,0.0,11525.26698589325,-11525.26698589325,-3.380486553891827,1,0,0,0.0,0,11525.26698589325,3409.351524449829,1,10632.72707748413,6699.642924308777,12035.459769248962,5335.816844940186,-1.9927084055680933,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-18,1,21788.899980545044,10023.857741662434,11765.04223888261,4.52412256965439,0,1,1,0.24242424242424243,0,10023.857741662434,2600.5135930217234,1,9837.596090316772,6000.158992767334,10979.740058898926,4979.581066131592,2.4000621199872727,1,241,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-19,1,20811.843898773193,10435.412415334156,10376.431483439037,3.032102371948657,0,1,1,0.36363636363636365,1,10435.412415334156,3422.190351960433,1,9481.060535430908,5803.0594844818115,10626.733184337616,4823.673699855804,2.348994577241201,1,242,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2017-01-01,1,0.0,12041.221675395966,-12041.221675395966,-3.2325739099952537,0,0,0,0.0,0,12041.221675395966,3724.96407217914,1,4173.693964958191,2553.564247608185,5055.984455108643,2502.4202075004578,-1.6678629562087355,0,240,Rolling z-score,Potential data issue,Extreme or zero value without mapped context; investigate source records
store_day,2013-03-03,2,11469.211986541748,6970.6871147326065,4498.524871809142,3.038587062327012,0,0,0,0.0,0,6970.6871147326065,1480.4660125038772,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-0.6069050144286358,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2013-06-02,2,13052.243026733398,7325.0714639254975,5727.171562807901,3.5360219290522004,0,0,0,0.0,0,7325.0714639254975,1619.6651711215543,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-0.43214876820503323,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2013-09-01,2,12587.369009017944,7483.441389186041,5103.927619831903,4.542815692537576,0,0,0,0.0,0,7483.441389186041,1123.516331119499,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-0.4834678113824822,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2013-12-01,2,14732.284049987793,8659.625681553569,6072.658368434224,3.089620195199469,0,0,0,0.0,0,8659.625681553569,1965.5031961111863,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-0.24668325598737406,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-01-01,2,0.0,10170.048255596843,-10170.048255596843,-4.933125798414812,1,0,0,0.0,0,10170.048255596843,2061.582994470735,1,13631.082000732422,8297.942529678345,15149.507214546204,6851.564684867859,-1.9894845378658663,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2014-01-05,2,21533.720821380615,10750.515857321876,10783.20496405874,3.127232576208667,0,0,0,0.0,0,10750.515857321876,3448.162137378305,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.5041507636360762,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-03-01,2,15721.14499282837,8781.005222831454,6940.139769996915,3.847447250238197,0,0,0,0.0,0,8781.005222831454,1803.8297392036363,1,15781.977951049805,10819.828023910522,18500.990997314453,7681.162973403931,-0.007919758821947927,0,241,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-03-04,2,16592.90592765808,8973.701579877308,7619.204347780773,3.5981736956201265,1,0,0,0.0,0,8973.701579877308,2117.5198843388916,1,11699.124028205872,7678.92226600647,13118.921470165253,5439.999204158783,0.8995923925339916,0,242,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2014-03-09,2,20492.666076660156,10061.262613534927,10431.403463125229,3.4979025669771246,0,0,0,0.0,0,10061.262613534927,2982.1881151309517,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.3892251464614486,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-03-16,2,22304.542972564697,11308.283125707081,10996.259846857616,3.191081513177167,0,0,0,0.0,0,11308.283125707081,3445.93511680913,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.5892444745153174,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-07-02,2,16668.890060424805,9344.759787968227,7324.130272456578,3.897552606603563,0,0,1,0.24242424242424243,0,9344.759787968227,1879.1613639922184,1,13631.082000732422,8297.942529678345,15149.507214546204,6851.564684867859,0.44337435307318723,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-07-06,2,19274.778022766113,10150.101654393333,9124.67636837278,3.285188256225882,0,0,1,0.18181818181818182,0,10150.101654393333,2777.520086126044,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.25477829152591636,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-09-01,2,16152.448879241943,8917.1757881982,7235.273091043744,4.693329610726844,0,0,1,0.15151515151515152,0,8917.1757881982,1541.6077052221433,1,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,0.6169708429273496,0,241,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-09-07,2,21724.4140625,10338.995686667306,11385.418375832694,3.634365643396265,0,0,1,0.18181818181818182,0,10338.995686667306,3132.711315527729,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.5252020469982784,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2015-01-01,2,0.0,15972.511378696987,-15972.511378696987,-5.856222053229534,1,0,0,0.0,0,15972.511378696987,2727.4429202848646,1,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,-2.1728331385144313,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-03-01,2,16281.131958007812,9467.741381645203,6813.39057636261,3.35750432622253,0,0,1,0.09090909090909091,0,9467.741381645203,2029.3020989278182,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-0.07570060340205936,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2015-05-31,2,18577.42106628418,10841.675170081002,7735.745896203178,3.762423881402244,0,0,1,0.30303030303030304,1,10841.675170081002,2056.053794055785,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.17779465639899872,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-07-07,2,5665.868976593018,15311.898690325874,-9646.029713732856,-3.0730358662123427,0,0,1,0.09090909090909091,0,15311.898690325874,3138.925197648939,1,11699.124028205872,7678.92226600647,13118.921470165253,5439.999204158783,-1.1090543996772164,0,242,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2015-09-06,2,21865.862922668457,14209.381452764783,7656.481469903674,3.3841174285380355,0,0,1,0.2727272727272727,1,14209.381452764783,2262.4751154723767,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.540817073620027,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-10-04,2,25333.133026123047,15413.886466571263,9919.246559551784,3.1669768935331786,0,0,1,0.2727272727272727,1,15413.886466571263,3132.0868111814866,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.923580956664095,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-11-11,2,51010.735942840576,14891.85048171452,36118.885461126054,10.752676343605346,0,0,1,0.2727272727272727,1,14891.85048171452,3359.06004300093,1,13631.082000732422,8297.942529678345,15149.507214546204,6851.564684867859,5.455637604161226,1,240,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-11-23,2,26256.04595375061,16079.982744898114,10176.063208852496,1.337920097043036,0,0,1,0.30303030303030304,1,16079.982744898114,7605.882616863904,0,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,2.3912799091465495,1,241,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-12-10,2,23681.433038711548,16027.357903753009,7654.075134958539,1.9389119472797967,0,0,1,0.2727272727272727,1,16027.357903753009,3947.6135807491673,0,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,2.6438921943068268,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-12-23,2,25495.54323387146,17255.208876609802,8240.334357261658,2.32582905070658,1,0,1,0.30303030303030304,1,17255.208876609802,3542.9664767314985,0,13631.082000732422,8297.942529678345,15149.507214546204,6851.564684867859,1.7316425924347614,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2015-12-24,2,21468.936128616333,17668.68859556743,3800.2475330489033,0.9987590556405127,1,0,1,0.18181818181818182,0,17668.68859556743,3804.969288225149,0,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,2.193877623895331,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-01-01,2,0.0,17950.86651461465,-17950.86651461465,-5.201552773233429,1,0,0,0.0,0,17950.86651461465,3451.0591927448413,1,13083.335545539856,8699.088030338287,14905.230498790741,6206.142468452454,-2.1081268456285183,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-03,2,25478.492935180664,14971.444180965424,10507.04875421524,3.365262895099529,0,0,1,0.2727272727272727,1,14971.444180965424,3122.2074119426234,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.9396277374367816,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-17,2,27442.792041778564,15259.44718163354,12183.344860145024,3.4463086859616836,0,1,1,0.3333333333333333,1,15259.44718163354,3535.186766575233,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,1.1564734780533816,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-18,2,24896.78104019165,15505.30857338224,9391.47246680941,2.2850133000763604,0,1,1,0.2727272727272727,1,15505.30857338224,4110.029673129503,0,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,2.1525771934962816,1,241,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-21,2,43039.37700843811,16455.184717178345,26584.192291259766,5.7630317782319285,0,1,1,0.42424242424242425,1,16455.184717178345,4612.883168833692,1,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,6.581234117740929,1,240,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-22,2,29954.05090713501,17503.51528910228,12450.535618032729,1.8351372117161906,0,1,1,0.42424242424242425,1,17503.51528910228,6784.525722950814,0,13083.335545539856,8699.088030338287,14905.230498790741,6206.142468452454,2.718389957586969,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-04-26,2,72846.87692832947,18486.164511203766,54360.7124171257,7.622007204250874,0,1,1,0.3333333333333333,1,18486.164511203766,7132.073082639985,1,11699.124028205872,7678.92226600647,13118.921470165253,5439.999204158783,11.240397398105724,1,242,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-05-02,2,136457.42697906494,20450.804647718156,116006.62233134679,9.317806866371892,0,1,1,0.36363636363636365,1,20450.804647718156,12449.99214890539,1,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,21.74392313325298,1,241,Rolling z-score + weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-05-09,2,26462.651960372925,24604.787638936723,1857.8643214362019,0.0737338842076811,0,1,1,0.42424242424242425,1,24604.787638936723,25196.886633603688,0,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,2.427562325001216,1,241,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-09-03,2,19191.463050842285,13567.10822554997,5624.354825292316,3.100937938038909,0,0,1,0.36363636363636365,1,13567.10822554997,1813.7592359714438,1,15781.977951049805,10819.828023910522,18500.990997314453,7681.162973403931,0.44387615672234026,0,241,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-09-04,2,20281.879920959473,13697.479190962655,6584.400729996818,3.175506699073421,0,0,1,0.3939393939393939,1,13697.479190962655,2073.49609179476,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,0.36595573708733065,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-12-15,2,19770.577936172485,16400.66652570452,3369.9114104679647,1.0970269444895062,0,0,1,0.48484848484848486,1,16400.66652570452,3071.8583781332095,0,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,1.8484371720284076,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-12-22,2,20324.195106506348,17470.777056557792,2853.4180499485556,0.8386093551582359,1,0,1,0.5454545454545454,1,17470.777056557792,3402.5592874648396,0,10682.735451698303,7118.322500705719,12034.823111057281,4916.5006103515625,1.961041077572167,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2016-12-23,2,24729.65500640869,17784.807953221458,6944.8470531872335,2.1462802566056784,1,0,1,0.6060606060606061,1,17784.807953221458,3235.7596505921565,0,13083.335545539856,8699.088030338287,14905.230498790741,6206.142468452454,1.8765794565739207,1,240,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2017-01-01,2,0.0,18749.703420741218,-18749.703420741218,-5.517157416944814,0,0,0,0.0,0,18749.703420741218,3398.4354630077005,1,16966.8665599823,11887.447575569153,20945.95663833618,9058.509062767029,-1.873030809200247,0,240,Rolling z-score,Potential data issue,Extreme or zero value without mapped context; investigate source records
store_day,2017-01-02,2,23867.0841255188,18047.145314318794,5819.938811200005,1.187336271885849,1,0,1,0.5151515151515151,1,18047.145314318794,4901.6769292798435,0,12639.180011749268,8446.463005065918,14140.8469581604,5694.383953094482,1.9717504485569477,1,241,Weekday IQR,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2017-04-01,2,27238.48314666748,16462.32809168952,10776.15505497796,3.178736199989231,0,0,1,0.36363636363636365,1,16462.32809168952,3390.0752931351985,1,15781.977951049805,10819.828023910522,18500.990997314453,7681.162973403931,1.4915065902501858,0,241,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2013-06-02,3,30344.174072265625,16590.373577935356,13753.80049433027,3.7700061558032534,0,0,0,0.0,0,16590.373577935356,3648.216985841984,1,41217.557067871094,27238.368755340576,50465.735443115234,23227.36668777466,-0.468128098280228,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2013-08-31,3,25996.6240234375,16865.595520428247,9131.028503009253,3.2655810315174967,0,0,0,0.0,0,16865.595520428247,2796.1420693229948,1,39219.946853637695,25486.126953125,45174.50355529785,19688.37660217285,-0.6716309372475555,0,241,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2013-09-01,3,29241.784019470215,16961.95916570936,12279.824853760856,4.0129031984822285,0,0,0,0.0,0,16961.95916570936,3060.0849924327517,1,41217.557067871094,27238.368755340576,50465.735443115234,23227.36668777466,-0.5155889261740604,0,240,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
store_day,2014-01-01,3,0.0,23044.834442547388,-23044.834442547388,-5.410066381037789,1,0,0,0.0,0,23044.834442547388,4259.621383449051,1,34015.90393447876,18885.288911819458,37767.92632102966,18882.637409210205,-1.8014381782222406,0,240,Rolling z-score,Business event,"Known business context overlaps the flag; review, do not treat as error"
store_day,2014-01-04,3,49254.41174316406,23865.11100578308,25389.30073738098,3.5031850462245937,0,0,0,0.0,0,23865.11100578308,7247.490612790552,1,39219.946853637695,25486.126953125,45174.50355529785,19688.37660217285,0.5096644122714994,0,241,Rolling z-score,Unexplained anomaly,No mapped business context; investigate before drawing conclusions
