analysis_dimension,group_value,family,store_nbr,store_type,day_of_week,month,average_sales,median_sales,observation_count,promotion_observation_count,nonpromotion_observation_count,promotion_rate,avg_sales_promo,avg_sales_nonpromo,median_sales_promo,median_sales_nonpromo,uplift_proxy_pct,total_onpromotion,average_onpromotion,median_onpromotion,average_onpromotion_when_promoted,small_sample_warning,minimum_cohort_observations
family,EGGS,EGGS,,,,,171.4205155274039,131.0,90936,27481,63455,0.3022015483416909,210.01994105018014,154.70393192025844,160.0,117.0,35.7560460444109,194922,2.143507521773555,0.0,7.092973327025946,,100
family,FROZEN FOODS,FROZEN FOODS,,,,,154.76695391849069,83.0,90936,35820,55116,0.3939034045922407,228.99753428077912,106.52434943744757,131.8499984741211,53.0,114.97200920738722,125634,1.381565056743204,0.0,3.5073701842546066,,100
family,GROCERY I,GROCERY I,,,,,3776.9720998183293,3185.0,90936,56886,34050,0.625560833993138,4411.003430949155,2717.720813395182,3626.1729736328125,2399.0,62.305245233729366,1914801,21.05657825283716,5.0,33.66032064128257,,100
family,GROCERY II,GROCERY II,,,,,21.58404812175596,12.0,90936,4145,86791,0.045581507873669394,27.47406513872135,21.302750285167818,16.0,12.0,28.96956858124724,7347,0.08079308524676695,0.0,1.772496984318456,,100
family,HARDWARE,HARDWARE,,,,,1.1378332013723937,1.0,90936,132,90804,0.0014515703351807865,2.371212121212121,1.1360402625435002,2.0,1.0,108.72606362587653,163,0.0017924694290490015,0.0,1.2348484848484849,,100
family,HOME AND KITCHEN I,HOME AND KITCHEN I,,,,,20.470341778833465,12.0,90936,14602,76334,0.16057446995689276,39.460279413778935,16.837739408389446,29.0,8.0,134.35615943858681,46921,0.5159782704319521,0.0,3.213326941514861,,100
family,HOME AND KITCHEN II,HOME AND KITCHEN II,,,,,16.722420163631565,9.0,90936,18984,71952,0.20876220638690948,41.158133164770334,10.275239048254392,28.0,4.0,300.5564539324511,32814,0.36084718923198733,0.0,1.7285082174462705,,100
family,HOME APPLIANCES,HOME APPLIANCES,,,,,0.45747558722618104,0.0,90936,58,90878,0.0006378112078824668,1.396551724137931,0.4568762516780739,1.0,0.0,205.67395854096074,58,0.0006378112078824668,0.0,1.0,Promotion cohort below minimum sample size,100
family,HOME CARE,HOME CARE,,,,,176.19802938330255,143.0,90936,32538,58398,0.35781208762206385,309.44486446616264,101.95600876742354,253.0,0.0,203.50821712926336,197230,2.168888009149292,0.0,6.061528059499662,,100
family,LADIESWEAR,LADIESWEAR,,,,,7.16062945368171,0.0,90936,460,90476,0.005058502683205771,19.097826086956523,7.0999381051328525,15.0,0.0,168.98581092065967,1680,0.018474531538664556,0.0,3.652173913043478,,100
family,LAWN AND GARDEN,LAWN AND GARDEN,,,,,6.035475499252222,1.0,90936,4232,86704,0.046538224685493096,16.78686200378072,5.5107030817494005,12.0,1.0,204.62287215902123,11208,0.12325151755080496,0.0,2.6483931947069945,,100
family,LINGERIE,LINGERIE,,,,,7.182128090085334,5.0,90936,2128,88808,0.023401073282308435,12.551221804511279,7.053474912170075,8.0,5.0,77.94380728363241,2815,0.03095583707222662,0.0,1.3228383458646618,,100
family,"LIQUOR,WINE,BEER","LIQUOR,WINE,BEER",,,,,85.18782440397642,47.0,90936,17917,73019,0.19702867951086478,120.69637774180946,76.47493118229502,80.0,38.0,57.824761494852176,46700,0.5135479897950207,0.0,2.606463135569571,,100
family,MAGAZINES,MAGAZINES,,,,,2.9290819917304476,0.0,90936,159,90777,0.0017484824491950384,4.0,2.9272062306531392,3.0,0.0,36.649066885440845,297,0.0032660332541567696,0.0,1.8679245283018868,,100
family,MEATS,MEATS,,,,,341.8499648076151,224.9365005493164,90936,21468,69468,0.23607812087622063,467.3016308252874,303.08108753941406,330.68499755859375,198.17649841308594,54.183698698955396,304028,3.343318377760183,0.0,14.161915408980809,,100
family,PERSONAL CARE,PERSONAL CARE,,,,,270.43251297615905,222.0,90936,38231,52705,0.420416556699217,338.74669770605004,220.87896783986338,270.0,187.0,53.36303905206603,246928,2.7154042403448577,0.0,6.4588423007507,,100
family,PET SUPPLIES,PET SUPPLIES,,,,,3.9212633060614057,0.0,90936,3053,87883,0.03357306237353743,15.835244022273175,3.507379129069331,12.0,0.0,351.48367027191017,3250,0.03573942113134512,0.0,1.0645266950540453,,100
family,PLAYERS AND ELECTRONICS,PLAYERS AND ELECTRONICS,,,,,6.186856690419636,2.0,90936,849,90087,0.009336236474003695,17.363957597173144,6.081521196177029,12.0,2.0,185.51997168222468,1874,0.020607900061581773,0.0,2.2073027090694937,,100
family,POULTRY,POULTRY,,,,,350.5322916481686,205.74300384521484,90936,19704,71232,0.21667986276062284,485.00611304181695,313.33451288665066,285.87449645996094,185.97350311279297,54.7886023067203,226421,2.489893991378552,0.0,11.491118554608201,,100
family,PREPARED FOODS,PREPARED FOODS,,,,,96.77020230443871,63.96000099182129,90936,17678,73258,0.19440045746459048,114.54103649567527,92.48189513207966,82.5780029296875,58.0,23.85238898066639,37524,0.412641858010029,0.0,2.1226383075008486,,100
family,PRODUCE,PRODUCE,,,,,1349.3521232591138,398.2904968261719,90936,30784,60152,0.338523796956101,2438.220196905602,792.1019108117554,1633.7239990234375,4.0,207.8164771003879,1117921,12.293492126330607,0.0,36.3150012993763,,100
family,SCHOOL AND OFFICE SUPPLIES,SCHOOL AND OFFICE SUPPLIES,,,,,2.9615993665874902,0.0,90936,4054,86882,0.04458080408199173,44.52910705476073,1.0220183697428697,13.0,0.0,4256.977171160225,14565,0.1601675903932436,0.0,3.5927479033053773,,100
family,SEAFOOD,SEAFOOD,,,,,22.163190408961132,8.0,90936,16566,74370,0.1821720770651887,35.433026585177885,19.207319680237095,20.256500244140625,6.0,84.47668480072123,39052,0.429444884314243,0.0,2.3573584450078475,,100
store_nbr,1,,1,,,,254.53488931182324,19.0,55572,11909,43663,0.2142985676239833,721.0277406932505,127.29985353550423,229.0,7.0,466.4010764098438,138020,2.4836248470452746,0.0,11.58955411873373,,100
store_nbr,2,,2,,,,387.9181718582349,23.217000007629395,55572,12898,42674,0.23209529979126178,1079.9023428678254,178.76946684624411,426.864501953125,9.0,504.07538374359353,158149,2.8458396314690853,0.0,12.261513412932237,,100
store_nbr,3,,3,,,,908.4054952100588,64.0,55572,13719,41853,0.2468689267976679,2391.539884221772,422.2486920453706,736.0,23.0,466.3818335675983,177075,3.1864068235802203,0.0,12.907281871856549,,100
store_nbr,4,,4,,,,340.27388575418905,19.0,55572,12653,42919,0.22768660476498956,947.185607701302,161.3495394787208,367.72900390625,7.0,487.0395482760082,151932,2.7339667458432304,0.0,12.00758713348613,,100
store_nbr,5,,5,,,,280.58023057237267,19.0,55572,13215,42357,0.23779961131505076,738.390496524193,137.74757801073454,301.0,8.0,436.04608312361836,149370,2.6878643921399266,0.0,11.303064699205448,,100
store_nbr,6,,6,,,,453.1721010135281,29.0,55572,13939,41633,0.2508277549845246,1201.375745786178,202.66863970913099,477.70599365234375,9.0,492.77831415377653,169761,3.054793781040812,0.0,12.178850706650405,,100
store_nbr,7,,7,,,,484.9933346320218,27.24250030517578,55572,11866,43706,0.2135247966601886,1364.8536040339686,246.11487499893937,440.6625061035156,11.0,454.5595746863535,153875,2.7689303966026055,0.0,12.967722905781224,,100
store_nbr,8,,8,,,,548.7347392086195,39.0,55572,13226,42346,0.23799755272439357,1478.224775910792,258.42549570455935,508.04200744628906,17.0,472.01197268892844,169671,3.053174260418916,0.0,12.828595191289883,,100
store_nbr,9,,9,,,,475.2292713224502,18.0,55572,12377,43195,0.22272007485784207,1381.078519442398,215.66922631769052,540.0,8.0,540.3688384396607,177356,3.191463326855251,0.0,14.3294821039024,,100
store_nbr,10,,10,,,,172.99909552650558,5.0,55572,9591,45981,0.17258691427337508,556.5848306072801,92.98842187522118,209.04800415039062,2.0,498.552829893325,103223,1.8574641905995826,0.0,10.762485663642998,,100
store_nbr,11,,11,,,,509.7091786417978,15.0,55572,11565,44007,0.20810839991362556,1540.4261663911047,238.83768175901247,547.0,7.0,544.9678103748289,173787,3.1272403368602895,0.0,15.02697795071336,,100
store_nbr,12,,12,,,,191.80914773484898,6.0,55572,8945,46627,0.1609623551428777,639.7544190542734,105.8745936792106,222.0,3.0,504.2567879813216,117657,2.1171993090045347,0.0,13.153381777529345,,100
store_nbr,13,,13,,,,189.35877450910422,6.0,55572,9155,46417,0.1647412365939682,625.8822770913008,103.26159748042917,183.41799926757812,3.0,506.1133009393179,103858,1.868890808320737,0.0,11.344401966138722,,100
store_nbr,14,,14,,,,204.921880558072,6.0,55572,9144,46428,0.16454329518462535,650.2049583135106,117.22332660365373,282.8945007324219,2.0,454.67198991198427,113036,2.0340459224069676,0.0,12.361767279090113,,100
store_nbr,15,,15,,,,206.061866105182,8.0,55572,9368,46204,0.16857410206578852,680.4886995542772,109.87039835885865,255.0,4.0,519.3558135028011,120308,2.1649031886561576,0.0,12.842442356959863,,100
store_nbr,16,,16,,,,197.69690772381577,6.0,55572,9814,45758,0.17659972648096164,611.1972118667364,109.01095150067177,210.0,2.0,460.6750546186821,114197,2.054937738429425,0.0,11.63613205624618,,100
store_nbr,17,,17,,,,324.461405915266,10.0,55572,9920,45652,0.1785071618800835,1088.1675723789199,158.5110604469525,389.0,4.0,586.49315026385,136778,2.461275462463111,0.0,13.788104838709678,,100
store_nbr,18,,18,,,,238.59813736451545,8.0,55572,8878,46694,0.15975671201324407,811.1862572234717,129.73110245408125,293.99200439453125,3.0,525.2827902318904,134087,2.412851795868423,0.0,15.1032890290606,,100
store_nbr,19,,19,,,,234.82166986309224,8.0,55572,8638,46934,0.15543799035485495,794.3485640472603,131.8431614904233,253.0,4.0,502.49508208657403,111634,2.0088173900525446,0.0,12.923593424403798,,100
store_nbr,20,,20,,,,232.50836014538362,0.0,55572,10323,45249,0.18575901533146189,1079.432591668744,39.29306606119062,420.0,0.0,2647.1325093026758,157358,2.8316058446699777,0.0,15.243436985372469,,100
store_nbr,21,,21,,,,166.54980770008942,0.0,55572,9060,46512,0.16303174260418915,889.4291392477933,25.741269176220378,320.0,0.0,3355.265290762906,144062,2.5923486647952205,0.0,15.900883002207506,,100
store_nbr,22,,22,,,,73.60184518491047,0.0,55572,7395,48177,0.13307061109911467,470.44308848687325,12.688110535222552,164.0,0.0,3607.747400063311,99543,1.791243791837616,0.0,13.460851926977687,,100
store_nbr,23,,23,,,,209.66279193279527,13.0,55572,11538,44034,0.2076225437270568,581.8099828319794,112.15099903197348,290.0974884033203,4.0,418.77378521265723,128989,2.3211149499748074,0.0,11.179493846420524,,100
store_nbr,24,,24,,,,427.692591649937,19.0,55572,12374,43198,0.22266609083711222,1211.192976085246,203.2601235495038,397.1549987792969,8.0,495.8832233958873,156253,2.811721730367811,0.0,12.627525456602553,,100
store_nbr,25,,25,,,,205.51712864495366,9.0,55572,10707,44865,0.19266896998488448,629.6349788950729,104.30170854848589,245.54299926757812,3.0,503.66698461356424,113542,2.043151227236738,0.0,10.604464369104324,,100
store_nbr,26,,26,,,,139.55088698605334,5.0,55572,11318,44254,0.2036637155402001,402.63050752984304,72.26803921377034,184.0,2.0,457.1349546911793,111498,2.006370114446124,0.0,9.851387170878247,,100
store_nbr,27,,27,,,,345.282181315914,18.0,55572,12588,42984,0.22651695098250918,995.2165555545251,154.9468494967339,373.0,7.0,542.2954443972113,153180,2.7564240984668538,0.0,12.168732125834127,,100
store_nbr,28,,28,,,,330.7988704698892,10.0,55572,11949,43623,0.21501835456704815,1047.959403188371,134.357745250323,425.0,4.0,679.9769200025718,165200,2.972720074857842,0.0,13.825424721734036,,100
store_nbr,29,,29,,,,175.0010381217893,0.0,55572,9801,45771,0.17636579572446556,860.1061644286066,28.298642654503954,324.0,0.0,2939.3901747500026,153632,2.764557690923487,0.0,15.675135190286705,,100
store_nbr,30,,30,,,,132.83800589635874,5.0,55572,8981,46591,0.16161016339163609,456.0047331285323,70.54356325138114,155.0,2.0,546.4157920454979,103096,1.8551788670553515,0.0,11.479345284489478,,100
store_nbr,31,,31,,,,319.34918126134613,10.0,55572,10901,44671,0.196159936658749,1020.0177689536472,148.3660316915184,414.218994140625,5.0,587.5008769355379,150972,2.716691859209674,0.0,13.849371617282818,,100
store_nbr,32,,32,,,,107.10062618045778,3.0,55572,9040,46532,0.16267184913265673,388.7966414358764,52.3741588481062,137.0,1.0,642.3444117994362,89932,1.6182969840927086,0.0,9.948230088495576,,100
store_nbr,33,,33,,,,255.13750259453488,9.0,55572,10847,44725,0.19518822428561147,804.8863634746218,121.80880736890487,301.2170104980469,2.0,560.7784616402802,136113,2.449309004534658,0.0,12.548446575089887,,100
store_nbr,34,,34,,,,307.5421823079802,10.0,55572,11457,44115,0.20616497516735047,919.7446320688495,148.54856410758856,339.0,4.0,519.1541719667586,150651,2.7109155689915787,0.0,13.149253731343284,,100
store_nbr,35,,35,,,,138.1393403754712,3.0,55572,10657,44915,0.19176923630605341,493.5752637325694,53.804916792779544,163.0,1.0,817.3423046698322,110104,1.9812855394803137,0.0,10.331613024303275,,100
store_nbr,36,,36,,,,275.7221458886423,5.0,55572,11396,44176,0.20506730007917656,934.5641196896295,105.76191559535974,338.81199645996094,1.0,783.6490095973953,158527,2.852641618081048,0.0,13.91075816075816,,100
store_nbr,37,,37,,,,359.3650689194735,23.0,55572,12694,42878,0.22842438638163104,981.77257148848,175.10179083721758,292.0,9.203500270843506,460.6867678476113,151099,2.7189771827539047,0.0,11.90318260595557,,100
store_nbr,38,,38,,,,339.37953034265547,22.0,55572,13352,42220,0.24026488159504786,928.0202867814064,153.22293678580556,316.0,9.0,505.66668819219325,147223,2.6492298279709208,0.0,11.026288196524865,,100
store_nbr,39,,39,,,,364.4315937928597,16.0,55572,12450,43122,0.22403368602893545,1083.2549974435208,156.89596521694182,381.0,7.0,590.428843052587,173560,3.1231555459583964,0.0,13.940562248995985,,100
store_nbr,40,,40,,,,331.0256497268585,9.0,55572,10581,44991,0.1904016411142302,1172.2612169662502,133.18355826501045,370.0,3.0,780.1846355791673,140054,2.5202260131001224,0.0,13.236367073055478,,100
store_nbr,41,,41,,,,269.75885584823726,16.0,55572,12605,42967,0.22682286043331173,813.694528365939,110.18734394175944,304.4830017089844,7.0,638.4645997057747,141329,2.5431692219103144,0.0,11.212138040460134,,100
store_nbr,42,,42,,,,160.976172982192,0.0,55572,8952,46620,0.16108831785791405,855.3803516277999,27.63627149708943,250.23799896240234,0.0,2995.13659148227,124670,2.24339595479738,0.0,13.926496872207329,,100
store_nbr,43,,43,,,,294.9631507056823,7.0,55572,9152,46420,0.16468725257323832,1058.2856096102225,144.46924411597206,318.9394989013672,2.0,632.5334994905132,124340,2.237457712517095,0.0,13.586101398601398,,100
store_nbr,44,,44,,,,1117.2452539119831,75.0,55572,14208,41364,0.2556683221766357,2776.709240505556,547.2407978264624,846.0,24.0,407.4017236167558,192449,3.4630569351471965,0.0,13.545115427927929,,100
store_nbr,45,,45,,,,980.6739082231228,62.0,55572,14461,41111,0.26022097459152094,2487.124839490697,450.7722537496148,882.8460083007812,18.0,451.74754408735004,191503,3.4460339739437127,0.0,13.242721803471406,,100
store_nbr,46,,46,,,,753.9059620486397,36.0,55572,15116,40456,0.27200748578420786,1862.710077630114,339.61183976444045,796.0769958496094,14.0,448.4820785170847,190697,3.431530267040956,0.0,12.615572902884361,,100
store_nbr,47,,47,,,,916.7982087391358,51.0,55572,14734,40838,0.26513352047793853,2314.869920830269,412.38593081292106,837.4190063476562,17.0,461.3358138254261,192725,3.468023465054344,0.0,13.080290484593457,,100
store_nbr,48,,48,,,,646.6049497533693,30.0,55572,14996,40576,0.2698481249550133,1620.6746789685374,286.6101336228817,703.0,11.0,465.4631462197364,185566,3.339199596919312,0.0,12.374366497732728,,100
store_nbr,49,,49,,,,781.3304503417929,48.0,55572,13864,41708,0.24947815446627797,2131.517766417758,332.5197437608689,648.2240295410156,16.0,541.0199112719863,184736,3.3242640178507163,0.0,13.324870167339872,,100
store_nbr,50,,50,,,,515.601753165361,32.0,55572,14175,41397,0.2550744979486072,1339.4957507542201,233.48716960080128,520.0,11.0,473.6913737248983,174115,3.133142589793421,0.0,12.283245149911817,,100
store_nbr,51,,51,,,,592.2315110855841,27.0,55572,12808,42764,0.23047577916936587,1543.6103402691137,307.28950275655393,496.2135009765625,10.0,402.33097011843546,162576,2.9255020513927876,0.0,12.693316677076828,,100
store_nbr,52,,52,,,,48.51669424047637,0.0,55572,1953,53619,0.03514359749514144,1271.3497157900138,3.9766451704406283,344.2179870605469,0.0,31870.408756613888,30814,0.5544878715900093,0.0,15.777777777777779,,100
store_nbr,53,,53,,,,201.83126906910533,3.0,55572,13032,42540,0.23450658605052904,721.4169424557847,42.65777363950482,270.0279998779297,0.0,1591.1734507111962,204016,3.671201324407975,0.0,15.65500306936771,,100
store_nbr,54,,54,,,,198.97579933242065,6.0,55572,11044,44528,0.19873317498020585,677.3659476108717,80.323697338457,208.0,2.0,743.2952790465805,142724,2.568271791549701,0.0,12.92321622600507,,100
store_type,A,,,A,,,705.8787435010516,24.0,500148,116315,383833,0.23256116189607876,2001.2696164675378,313.32940722955647,703.5059814453125,8.0,538.7110722107661,1505181,3.0094711965258285,0.0,12.940557967588015,,100
store_type,B,,,B,,,326.73971406705283,7.0,444576,87011,357565,0.1957168178219247,1108.5358443600403,136.49496669825794,437.0,2.0,712.1441186989852,1261833,2.838284117901101,0.0,14.501994000758526,,100
store_type,C,,,C,,,197.26330114845993,5.0,833580,143120,690460,0.17169317881906956,682.8516893642951,96.60951943561585,231.0,2.0,606.8161536807692,1742257,2.090089733438902,0.0,12.17339994410285,,100
store_type,D,,,D,,,350.9794069584536,16.0,1000296,222585,777711,0.22251913433623646,1020.981911754645,159.22114774640664,346.0,6.0,541.2351161924637,2699652,2.6988531394707165,0.0,12.128634004986859,,100
store_type,E,,,E,,,269.1213012965008,4.0,222288,42298,179990,0.19028467573598215,976.1144742871622,102.97653085837088,358.2985076904297,1.0,847.8999400646586,601699,2.706844274094868,0.0,14.225235235708544,,100
day_of_week,0,,,,0,,346.54473234598595,10.0,429462,80949,348513,0.18848931919471337,1163.3280306697054,156.8307440126763,415.0,4.0,641.7729463654628,769911,1.7927336993727034,0.0,9.511062520846458,,100
day_of_week,1,,,,1,,319.8238428191864,9.0,431244,82998,348246,0.1924618081642875,1076.894727087419,139.38998499312447,391.16749572753906,3.0,672.5768297776469,1065643,2.4710906122751854,0.0,12.839381671847514,,100
day_of_week,2,,,,2,,332.9094015426086,10.0,427680,91602,336078,0.21418350168350167,1080.5237385279534,129.1383469168028,321.98699951171875,3.0,736.7179573888144,1766767,4.1310489150766925,0.0,19.287428222091222,,100
day_of_week,3,,,,3,,283.5405168969773,9.0,427680,85526,342154,0.1999766180321736,884.5278213875268,133.31564679796125,299.0,3.0,563.4838765235272,868989,2.0318672839506173,0.0,10.160524285012745,,100
day_of_week,4,,,,4,,325.2381375151701,11.0,427680,100701,326979,0.2354587542087542,934.0565076347459,137.73796567107186,320.0,2.0,578.1401940154539,1598481,3.7375631313131312,0.0,15.873536509071409,,100
day_of_week,5,,,,5,,433.33647242963355,15.229000091552734,429462,86046,343416,0.20035765678919207,1357.8554224770771,201.6898468333237,441.0,5.0,573.2393542840099,834192,1.9424116685527475,0.0,9.694721428073356,,100
day_of_week,6,,,,6,,463.08536563245144,12.0,427680,83507,344173,0.19525579872802096,1513.9821466015687,208.10534834931747,493.3599853515625,4.0,627.5075622084723,906639,2.1199003928170597,0.0,10.857041924629073,,100
month,1,,,,,1,341.9215536011778,9.0,276210,47144,229066,0.17068172767097498,1118.313576972522,182.1325602550738,361.75099182128906,3.0,514.0107926920598,536154,1.9411100249809927,0.0,11.372687934837943,,100
month,2,,,,,2,320.92886875621525,8.0,251262,41576,209686,0.1654687139320709,1099.4469508792497,166.56630863132713,331.6649932861328,3.0,560.065627865196,521539,2.0756779775692307,0.0,12.54423224937464,,100
month,3,,,,,3,352.00929419856635,11.0,276210,45114,231096,0.16333224720321496,1144.1935592786363,197.36100545786,377.4570007324219,5.0,479.7465191384736,563441,2.039900800115854,0.0,12.489271622999512,,100
month,4,,,,,4,339.19984119825693,9.0,267300,50548,216752,0.189105873550318,1148.372876520409,150.49533748219366,374.0,2.0,663.0620959644563,642668,2.4042947998503554,0.0,12.71401440215241,,100
month,5,,,,,5,341.7658195307002,9.0,276210,63830,212380,0.23109228485572572,1010.6169327848629,140.74516523644834,319.0,2.0,618.0473525233012,859122,3.110394265232975,0.0,13.45953313488955,,100
month,6,,,,,6,353.59784247060963,11.0,267300,63438,203862,0.23732884399551066,1019.2940941872847,146.44575519391051,322.0,3.0,596.0216039294725,799321,2.9903516647961093,0.0,12.60003467952962,,100
month,7,,,,,7,374.2191110894677,14.0,276210,65845,210365,0.23838745881756634,1122.8832573228156,139.8845463627556,370.2409973144531,4.0,702.7214488803492,856140,3.0995981318561965,0.0,13.002354013212848,,100
month,8,,,,,8,336.9925345760507,10.0,247698,52083,195615,0.21026814911706998,1112.8345401438303,130.42259272094412,408.35699462890625,3.0,753.2528888801365,580424,2.343272856462305,0.0,11.144212122957587,,100
month,9,,,,,9,362.297418282146,12.0,213840,43469,170371,0.203278151889263,1197.8242070962792,149.11845013051476,438.17498779296875,4.0,703.2702901940659,508893,2.3797839506172838,0.0,11.707032597943362,,100
month,10,,,,,10,362.40713200480536,12.0,220968,44545,176423,0.2015902755150067,1226.617298762479,144.20291895877068,413.21600341796875,4.0,750.6189109203701,562633,2.546219362079577,0.0,12.630665619036929,,100
month,11,,,,,11,375.6817623969545,12.0,213840,43929,169911,0.20542929292929293,1185.01288229304,166.43629408757408,365.0,4.0,611.991869795851,637889,2.9830200149644592,0.0,14.520908739101733,,100
month,12,,,,,12,453.7403703157961,16.0,213840,49808,164032,0.23292181069958848,1356.7238676642783,179.55117530547375,452.3955078125,5.0,655.6195972296247,742398,3.4717452300785636,0.0,14.905195952457436,,100
